"Line","Hybrid_Name","Env","SN","PTR","SB"
"SEEDFHB000330","SEEDFHB000330","Env5",5,4,4
"SEEDFHB000331","SEEDFHB000331","Env5",5,6,7
"SEEDFHB000332","SEEDFHB000332","Env5",4,6,4
"SEEDFHB000333","SEEDFHB000333","Env5",2,6,4
"SEEDFHB000334","SEEDFHB000334","Env5",4,4,0
"SEEDFHB000335","SEEDFHB000335","Env5",10,6,7
"SEEDFHB000336","SEEDFHB000336","Env5",4,4,3
"SEEDFHB000337","SEEDFHB000337","Env5",4,6,2
"SEEDFHB000338","SEEDFHB000338","Env5",10,4,3
"SEEDFHB000339","SEEDFHB000339","Env5",4,5,7
"SEEDFHB000340","SEEDFHB000340","Env5",4,4,4
"SEEDFHB000341","SEEDFHB000341","Env5",11,6,0
"SEEDFHB000342","SEEDFHB000342","Env5",4,4,5
"SEEDFHB000343","SEEDFHB000343","Env5",11,14,5
"SEEDFHB000344","SEEDFHB000344","Env5",6,4,7
"SEEDFHB000345","SEEDFHB000345","Env5",4,6,9
"SEEDFHB000346","SEEDFHB000346","Env5",4,5,6
"SEEDFHB000347","SEEDFHB000347","Env5",4,9,6
"SEEDFHB000348","SEEDFHB000348","Env5",5,9,11
"SEEDFHB000349","SEEDFHB000349","Env5",4,12,11
"SEEDFHB000350","SEEDFHB000350","Env5",4,4,5
"SEEDFHB000351","SEEDFHB000351","Env5",5,4,0
"SEEDFHB000352","SEEDFHB000352","Env5",4,4,13
"SEEDFHB000353","SEEDFHB000353","Env5",4,5,11
"SEEDFHB000354","SEEDFHB000354","Env5",7,11,19
"SEEDFHB000355","SEEDFHB000355","Env5",4,3,9
"SEEDFHB000356","SEEDFHB000356","Env5",4,7,7
"SEEDFHB000357","SEEDFHB000357","Env5",4,7,7
"SEEDFHB000358","SEEDFHB000358","Env5",11,11,10
"SEEDFHB000359","SEEDFHB000359","Env5",4,9,7
"SEEDFHB000360","SEEDFHB000360","Env5",4,5,7
"SEEDFHB000361","SEEDFHB000361","Env5",4,11,11
"SEEDFHB000362","SEEDFHB000362","Env5",6,11,4
"SEEDFHB000363","SEEDFHB000363","Env5",11,10,10
"SEEDFHB000364","SEEDFHB000364","Env5",9,14,11
"SEEDFHB000365","SEEDFHB000365","Env5",4,4,4
"SEEDFHB000366","SEEDFHB000366","Env5",9,18,3
"SEEDFHB000367","SEEDFHB000367","Env5",6,11,4
"SEEDFHB000368","SEEDFHB000368","Env5",14,7,15
"SEEDFHB000369","SEEDFHB000369","Env5",4,4,7
"SEEDFHB000370","SEEDFHB000370","Env5",4,7,6
"SEEDFHB000371","SEEDFHB000371","Env5",4,5,4
"SEEDFHB000372","SEEDFHB000372","Env5",0,10,8
"SEEDFHB000373","SEEDFHB000373","Env5",5,4,5
"SEEDFHB000374","SEEDFHB000374","Env5",9,11,14
"SEEDFHB000375","SEEDFHB000375","Env5",4,5,6
"SEEDFHB000376","SEEDFHB000376","Env5",4,10,7
"SEEDFHB000377","SEEDFHB000377","Env5",10,6,4
"SEEDFHB000378","SEEDFHB000378","Env5",4,5,7
"SEEDFHB000379","SEEDFHB000379","Env5",4,13,7
"SEEDFHB000380","SEEDFHB000380","Env5",14,7,11
"SEEDFHB000381","SEEDFHB000381","Env5",10,8,7
"SEEDFHB000382","SEEDFHB000382","Env5",9,8,11
"SEEDFHB000383","SEEDFHB000383","Env5",12,15,5
"SEEDFHB000384","SEEDFHB000384","Env5",11,15,7
"SEEDFHB000385","SEEDFHB000385","Env5",15,11,15
"SEEDFHB000386","SEEDFHB000386","Env5",4,4,9
"SEEDFHB000387","SEEDFHB000387","Env5",4,4,0
"SEEDFHB000388","SEEDFHB000388","Env5",12,18,9
"SEEDFHB000389","SEEDFHB000389","Env5",4,9,7
"SEEDFHB000390","SEEDFHB000390","Env5",9,11,6
"SEEDFHB000391","SEEDFHB000391","Env5",13,7,4
"SEEDFHB000392","SEEDFHB000392","Env5",7,6,4
"SEEDFHB000393","SEEDFHB000393","Env5",8,11,4
"SEEDFHB000394","SEEDFHB000394","Env5",10,5,5
"SEEDFHB000395","SEEDFHB000395","Env5",4,0,4
"SEEDFHB000396","SEEDFHB000396","Env5",5,7,4
"SEEDFHB000397","SEEDFHB000397","Env5",0,0,7
"SEEDFHB000398","SEEDFHB000398","Env5",14,6,6
"SEEDFHB000399","SEEDFHB000399","Env5",4,4,7
"SEEDFHB000400","SEEDFHB000400","Env5",7,5,6
"SEEDFHB000401","SEEDFHB000401","Env5",4,7,4
"SEEDFHB000402","SEEDFHB000402","Env5",6,4,4
"SEEDFHB000403","SEEDFHB000403","Env5",9,10,7
"SEEDFHB000404","SEEDFHB000404","Env5",10,11,8
"SEEDFHB000405","SEEDFHB000405","Env5",7,11,6
"SEEDFHB000406","SEEDFHB000406","Env5",4,11,0
"SEEDFHB000407","SEEDFHB000407","Env5",11,11,0
"SEEDFHB000408","SEEDFHB000408","Env5",6,6,7
"SEEDFHB000409","SEEDFHB000409","Env5",9,9,6
"SEEDFHB000410","SEEDFHB000410","Env5",11,7,7
"SEEDFHB000411","SEEDFHB000411","Env5",4,6,11
"SEEDFHB000412","SEEDFHB000412","Env5",4,6,4
"SEEDFHB000413","SEEDFHB000413","Env5",10,11,10
"SEEDFHB000414","SEEDFHB000414","Env5",6,4,8
"SEEDFHB000415","SEEDFHB000415","Env5",11,5,10
"SEEDFHB000416","SEEDFHB000416","Env5",4,6,0
"SEEDFHB000417","SEEDFHB000417","Env5",4,6,2
"SEEDFHB000418","SEEDFHB000418","Env5",4,7,11
"SEEDFHB000419","SEEDFHB000419","Env5",4,8,3
"SEEDFHB000420","SEEDFHB000420","Env5",4,4,0
"SEEDFHB000421","SEEDFHB000421","Env5",5,5,4
"SEEDFHB000422","SEEDFHB000422","Env5",0,4,0
"SEEDFHB000423","SEEDFHB000423","Env5",11,4,0
"SEEDFHB000424","SEEDFHB000424","Env5",5,5,7
"SEEDFHB000425","SEEDFHB000425","Env5",7,5,7
"SEEDFHB000426","SEEDFHB000426","Env5",4,10,4
"SEEDFHB000427","SEEDFHB000427","Env5",5,10,4
"SEEDFHB000428","SEEDFHB000428","Env5",7,10,7
"SEEDFHB000429","SEEDFHB000429","Env5",4,0,6
"SEEDFHB000430","SEEDFHB000430","Env5",6,7,7
"SEEDFHB000431","SEEDFHB000431","Env5",4,9,5
"SEEDFHB000432","SEEDFHB000432","Env5",5,11,4
"SEEDFHB000433","SEEDFHB000433","Env5",4,9,6
"SEEDFHB000434","SEEDFHB000434","Env5",4,11,9
"SEEDFHB000435","SEEDFHB000435","Env5",4,11,6
"SEEDFHB000436","SEEDFHB000436","Env5",4,4,6
"SEEDFHB000437","SEEDFHB000437","Env5",4,6,4
"SEEDFHB000438","SEEDFHB000438","Env5",4,6,7
"SEEDFHB000439","SEEDFHB000439","Env5",4,10,0
"SEEDFHB000440","SEEDFHB000440","Env5",4,6,11
"SEEDFHB000441","SEEDFHB000441","Env5",5,6,4
"SEEDFHB000442","SEEDFHB000442","Env5",4,4,6
"SEEDFHB000443","SEEDFHB000443","Env5",4,9,6
"SEEDFHB000444","SEEDFHB000444","Env5",4,4,4
"SEEDFHB000445","SEEDFHB000445","Env5",11,6,3
"SEEDFHB000446","SEEDFHB000446","Env5",3,4,4
"SEEDFHB000447","SEEDFHB000447","Env5",4,5,3
"SEEDFHB000448","SEEDFHB000448","Env5",6,9,6
"SEEDFHB000449","SEEDFHB000449","Env5",6,5,4
"SEEDFHB000450","SEEDFHB000450","Env5",10,13,3
"SEEDFHB000451","SEEDFHB000451","Env5",4,7,8
"SEEDFHB000452","SEEDFHB000452","Env5",7,3,7
"SEEDFHB000453","SEEDFHB000453","Env5",15,11,10
"SEEDFHB000454","SEEDFHB000454","Env5",4,5,4
"SEEDFHB000455","SEEDFHB000455","Env5",7,10,4
"SEEDFHB000456","SEEDFHB000456","Env5",6,7,5
"SEEDFHB000457","SEEDFHB000457","Env5",4,4,4
"SEEDFHB000458","SEEDFHB000458","Env5",11,5,0
"SEEDFHB000459","SEEDFHB000459","Env5",4,4,4
"SEEDFHB000460","SEEDFHB000460","Env5",9,10,5
"SEEDFHB000461","SEEDFHB000461","Env5",2,11,7
"SEEDFHB000462","SEEDFHB000462","Env5",4,4,3
"SEEDFHB000463","SEEDFHB000463","Env5",11,17,7
"SEEDFHB000464","SEEDFHB000464","Env5",6,4,6
"SEEDFHB000465","SEEDFHB000465","Env5",7,11,5
"SEEDFHB000466","SEEDFHB000466","Env5",11,10,4
"SEEDFHB000467","SEEDFHB000467","Env5",6,10,9
"SEEDFHB000468","SEEDFHB000468","Env5",4,6,6
"SEEDFHB000469","SEEDFHB000469","Env5",5,6,4
"SEEDFHB000470","SEEDFHB000470","Env5",4,7,0
"SEEDFHB000471","SEEDFHB000471","Env5",5,6,8
"SEEDFHB000472","SEEDFHB000472","Env5",2,4,2
"SEEDFHB000473","SEEDFHB000473","Env5",4,5,2
"SEEDFHB000474","SEEDFHB000474","Env5",4,6,5
"SEEDFHB000475","SEEDFHB000475","Env5",14,11,4
"SEEDFHB000476","SEEDFHB000476","Env5",13,14,6
"SEEDFHB000477","SEEDFHB000477","Env5",4,6,4
"SEEDFHB000478","SEEDFHB000478","Env5",5,11,17
"SEEDFHB000479","SEEDFHB000479","Env5",4,11,14
"SEEDFHB000480","SEEDFHB000480","Env5",4,0,7
"SEEDFHB000481","SEEDFHB000481","Env5",11,5,2
"SEEDFHB000482","SEEDFHB000482","Env5",4,4,7
"SEEDFHB000483","SEEDFHB000483","Env5",17,11,7
"SEEDFHB000484","SEEDFHB000484","Env5",8,0,11
"SEEDFHB000485","SEEDFHB000485","Env5",7,11,11
"SEEDFHB000486","SEEDFHB000486","Env5",9,13,9
"SEEDFHB000487","SEEDFHB000487","Env5",10,10,6
"SEEDFHB000488","SEEDFHB000488","Env5",0,11,13
"SEEDFHB000489","SEEDFHB000489","Env5",0,7,14
"SEEDFHB000490","SEEDFHB000490","Env5",4,10,0
"SEEDFHB000491","SEEDFHB000491","Env5",6,7,4
"SEEDFHB000492","SEEDFHB000492","Env5",4,7,9
"SEEDFHB000493","SEEDFHB000493","Env5",4,10,8
"SEEDFHB000494","SEEDFHB000494","Env5",9,10,10
"SEEDFHB000495","SEEDFHB000495","Env5",4,9,0
"SEEDFHB000496","SEEDFHB000496","Env5",0,4,4
"SEEDFHB000497","SEEDFHB000497","Env5",4,3,14
"SEEDFHB000498","SEEDFHB000498","Env5",4,10,10
"SEEDFHB000499","SEEDFHB000499","Env5",6,14,5
"SEEDFHB000500","SEEDFHB000500","Env5",7,6,4
"SEEDFHB000501","SEEDFHB000501","Env5",4,10,5
"SEEDFHB000502","SEEDFHB000502","Env5",4,7,0
"SEEDFHB000503","SEEDFHB000503","Env5",0,0,9
"SEEDFHB000504","SEEDFHB000504","Env5",13,13,11
"SEEDFHB000505","SEEDFHB000505","Env5",14,14,6
"SEEDFHB000506","SEEDFHB000506","Env5",9,9,11
"SEEDFHB000507","SEEDFHB000507","Env5",13,16,0
"SEEDFHB000508","SEEDFHB000508","Env5",5,4,6
"SEEDFHB000509","SEEDFHB000509","Env5",6,9,4
"SEEDFHB000510","SEEDFHB000510","Env5",4,6,0
"SEEDFHB000511","SEEDFHB000511","Env5",4,4,12
"SEEDFHB000512","SEEDFHB000512","Env5",11,7,10
"SEEDFHB000513","SEEDFHB000513","Env5",4,0,7
"SEEDFHB000514","SEEDFHB000514","Env5",10,4,5
"SEEDFHB000515","SEEDFHB000515","Env5",10,5,4
"SEEDFHB000516","SEEDFHB000516","Env5",7,6,9
"SEEDFHB000517","SEEDFHB000517","Env5",9,5,6
"SEEDFHB000518","SEEDFHB000518","Env5",8,9,7
"SEEDFHB000519","SEEDFHB000519","Env5",4,4,7
"SEEDFHB000520","SEEDFHB000520","Env5",11,7,7
"SEEDFHB000521","SEEDFHB000521","Env5",7,6,19
"SEEDFHB000522","SEEDFHB000522","Env5",4,6,7
"SEEDFHB000523","SEEDFHB000523","Env5",11,4,4
"SEEDFHB000524","SEEDFHB000524","Env5",4,4,10
"SEEDFHB000525","SEEDFHB000525","Env5",5,4,9
"SEEDFHB000526","SEEDFHB000526","Env5",11,7,9
"SEEDFHB000527","SEEDFHB000527","Env5",5,11,5
"SEEDFHB000528","SEEDFHB000528","Env5",4,7,7
"SEEDFHB000529","SEEDFHB000529","Env5",7,4,9
"SEEDFHB000530","SEEDFHB000530","Env5",4,5,2
"SEEDFHB000531","SEEDFHB000531","Env5",5,6,7
"SEEDFHB000532","SEEDFHB000532","Env5",10,11,4
"SEEDFHB000533","SEEDFHB000533","Env5",4,4,6
"SEEDFHB000534","SEEDFHB000534","Env5",9,11,6
"SEEDFHB000535","SEEDFHB000535","Env5",4,5,4
"SEEDFHB000536","SEEDFHB000536","Env5",4,4,4
"SEEDFHB000537","SEEDFHB000537","Env5",4,13,11
"SEEDFHB000538","SEEDFHB000538","Env5",4,9,6
"SEEDFHB000539","SEEDFHB000539","Env5",5,7,3
"SEEDFHB000540","SEEDFHB000540","Env5",4,5,4
"SEEDFHB000541","SEEDFHB000541","Env5",4,5,4
"SEEDFHB000542","SEEDFHB000542","Env5",4,7,4
"SEEDFHB000543","SEEDFHB000543","Env5",4,4,9
"SEEDFHB000544","SEEDFHB000544","Env5",11,10,13
"SEEDFHB000545","SEEDFHB000545","Env5",4,10,4
"SEEDFHB000546","SEEDFHB000546","Env5",7,7,11
"SEEDFHB000547","SEEDFHB000547","Env5",4,7,6
"SEEDFHB000548","SEEDFHB000548","Env5",4,14,9
"SEEDFHB000549","SEEDFHB000549","Env5",4,10,9
"SEEDFHB000550","SEEDFHB000550","Env5",4,4,4
"SEEDFHB000551","SEEDFHB000551","Env5",4,4,4
"SEEDFHB000552","SEEDFHB000552","Env5",6,7,6
"SEEDFHB000553","SEEDFHB000553","Env5",4,0,4
"SEEDFHB000554","SEEDFHB000554","Env5",4,4,5
"SEEDFHB000555","SEEDFHB000555","Env5",4,5,6
"SEEDFHB000556","SEEDFHB000556","Env5",4,7,4
"SEEDFHB000557","SEEDFHB000557","Env5",11,4,4
"SEEDFHB000558","SEEDFHB000558","Env5",9,11,11
"SEEDFHB000559","SEEDFHB000559","Env5",6,3,6
"SEEDFHB000560","SEEDFHB000560","Env5",4,10,9
"SEEDFHB000561","SEEDFHB000561","Env5",7,9,9
"SEEDFHB000562","SEEDFHB000562","Env5",13,9,11
"SEEDFHB000563","SEEDFHB000563","Env5",11,7,9
"SEEDFHB000564","SEEDFHB000564","Env5",13,11,18
"SEEDFHB000565","SEEDFHB000565","Env5",14,15,13
"SEEDFHB000566","SEEDFHB000566","Env5",4,6,4
"SEEDFHB000567","SEEDFHB000567","Env5",4,4,5
"SEEDFHB000568","SEEDFHB000568","Env5",4,9,17
"SEEDFHB000569","SEEDFHB000569","Env5",4,4,4
"SEEDFHB000570","SEEDFHB000570","Env5",6,4,5
"SEEDFHB000571","SEEDFHB000571","Env5",12,11,7
"SEEDFHB000572","SEEDFHB000572","Env5",2,11,4
"SEEDFHB000573","SEEDFHB000573","Env5",10,6,6
"SEEDFHB000574","SEEDFHB000574","Env5",6,3,4
"SEEDFHB000575","SEEDFHB000575","Env5",4,9,4
"SEEDFHB000576","SEEDFHB000576","Env5",4,6,5
"SEEDFHB000577","SEEDFHB000577","Env5",4,5,2
"SEEDFHB000578","SEEDFHB000578","Env5",4,5,5
"SEEDFHB000579","SEEDFHB000579","Env5",10,11,4
"SEEDFHB000580","SEEDFHB000580","Env5",4,4,9
"SEEDFHB000581","SEEDFHB000581","Env5",4,4,7
"SEEDFHB000582","SEEDFHB000582","Env5",4,9,6
"SEEDFHB000583","SEEDFHB000583","Env5",4,4,6
"SEEDFHB000584","SEEDFHB000584","Env5",3,6,4
"SEEDFHB000585","SEEDFHB000585","Env5",7,11,7
"SEEDFHB000586","SEEDFHB000586","Env5",2,9,0
"SEEDFHB000587","SEEDFHB000587","Env5",9,9,5
"SEEDFHB000588","SEEDFHB000588","Env5",4,7,7
"SEEDFHB000589","SEEDFHB000589","Env5",4,11,8
"SEEDFHB000590","SEEDFHB000590","Env5",3,7,4
"SEEDFHB000591","SEEDFHB000591","Env5",5,5,3
"SEEDFHB000592","SEEDFHB000592","Env5",4,3,4
"SEEDFHB000593","SEEDFHB000593","Env5",4,10,7
"SEEDFHB000594","SEEDFHB000594","Env5",5,9,4
"SEEDFHB000595","SEEDFHB000595","Env5",4,5,0
"SEEDFHB000596","SEEDFHB000596","Env5",11,7,6
"SEEDFHB000597","SEEDFHB000597","Env5",4,4,3
"SEEDFHB000598","SEEDFHB000598","Env5",4,4,5
"SEEDFHB000599","SEEDFHB000599","Env5",11,14,3
"SEEDFHB000600","SEEDFHB000600","Env5",11,11,9
"SEEDFHB000601","SEEDFHB000601","Env5",4,4,7
"SEEDFHB000602","SEEDFHB000602","Env5",2,3,4
"SEEDFHB000603","SEEDFHB000603","Env5",11,0,10
"SEEDFHB000604","SEEDFHB000604","Env5",13,11,6
"SEEDFHB000605","SEEDFHB000605","Env5",15,7,6
"SEEDFHB000606","SEEDFHB000606","Env5",0,0,7
"SEEDFHB000607","SEEDFHB000607","Env5",12,4,9
"SEEDFHB000608","SEEDFHB000608","Env5",5,5,0
"SEEDFHB000609","SEEDFHB000609","Env5",14,5,7
"SEEDFHB000610","SEEDFHB000610","Env5",4,5,7
"SEEDFHB000611","SEEDFHB000611","Env5",4,4,3
"SEEDFHB000612","SEEDFHB000612","Env5",4,4,3
"SEEDFHB000613","SEEDFHB000613","Env5",10,9,4
"SEEDFHB000614","SEEDFHB000614","Env5",4,7,10
"SEEDFHB000615","SEEDFHB000615","Env5",4,11,4
"SEEDFHB000616","SEEDFHB000616","Env5",4,0,6
"SEEDFHB000617","SEEDFHB000617","Env5",4,6,3
"SEEDFHB000618","SEEDFHB000618","Env5",6,6,4
"SEEDFHB000619","SEEDFHB000619","Env5",11,6,11
"SEEDFHB000620","SEEDFHB000620","Env5",15,10,5
"SEEDFHB000621","SEEDFHB000621","Env5",3,6,5
"SEEDFHB000622","SEEDFHB000622","Env5",7,4,5
"SEEDFHB000623","SEEDFHB000623","Env5",4,5,4
"SEEDFHB000624","SEEDFHB000624","Env5",5,5,4
"SEEDFHB000625","SEEDFHB000625","Env5",4,9,9
"SEEDFHB000626","SEEDFHB000626","Env5",5,9,5
"SEEDFHB000627","SEEDFHB000627","Env5",4,6,10
"SEEDFHB000628","SEEDFHB000628","Env5",4,4,0
"SEEDFHB000629","SEEDFHB000629","Env5",6,4,2
"SEEDFHB000630","SEEDFHB000630","Env5",6,4,3
"SEEDFHB000631","SEEDFHB000631","Env5",4,4,7
"SEEDFHB000632","SEEDFHB000632","Env5",4,0,6
"SEEDFHB000633","SEEDFHB000633","Env5",5,4,4
"SEEDFHB000634","SEEDFHB000634","Env5",10,4,11
"SEEDFHB000635","SEEDFHB000635","Env5",9,5,10
"SEEDFHB000636","SEEDFHB000636","Env5",13,10,11
"SEEDFHB000637","SEEDFHB000637","Env5",11,10,6
"SEEDFHB000638","SEEDFHB000638","Env5",4,13,9
"SEEDFHB000639","SEEDFHB000639","Env5",4,9,3
"SEEDFHB000640","SEEDFHB000640","Env5",10,11,3
"SEEDFHB000641","SEEDFHB000641","Env5",11,4,0
"SEEDFHB000642","SEEDFHB000642","Env5",13,5,7
"SEEDFHB000643","SEEDFHB000643","Env5",12,5,4
"SEEDFHB000644","SEEDFHB000644","Env5",7,6,4
"SEEDFHB000645","SEEDFHB000645","Env5",4,4,6
"SEEDFHB000646","SEEDFHB000646","Env5",4,5,6
"SEEDFHB000647","SEEDFHB000647","Env5",11,5,4
"SEEDFHB000648","SEEDFHB000648","Env5",4,4,3
"SEEDFHB000649","SEEDFHB000649","Env5",5,7,7
"SEEDFHB000650","SEEDFHB000650","Env5",11,10,10
"SEEDFHB000651","SEEDFHB000651","Env5",4,6,10
"SEEDFHB000652","SEEDFHB000652","Env5",4,11,4
"SEEDFHB000653","SEEDFHB000653","Env5",10,7,0
"SEEDFHB000654","SEEDFHB000654","Env5",4,5,5
"SEEDFHB000655","SEEDFHB000655","Env5",8,6,4
"SEEDFHB000656","SEEDFHB000656","Env5",7,9,6
"SEEDFHB000657","SEEDFHB000657","Env5",5,9,4
"SEEDFHB000658","SEEDFHB000658","Env5",4,10,9
"SEEDFHB000659","SEEDFHB000659","Env5",4,5,5
"SEEDFHB000660","SEEDFHB000660","Env5",10,4,4
"SEEDFHB000661","SEEDFHB000661","Env5",4,5,4
"SEEDFHB000662","SEEDFHB000662","Env5",13,4,2
"SEEDFHB000663","SEEDFHB000663","Env5",13,5,6
"SEEDFHB000664","SEEDFHB000664","Env5",11,8,6
"SEEDFHB000665","SEEDFHB000665","Env5",4,10,5
"SEEDFHB000666","SEEDFHB000666","Env5",4,5,0
"SEEDFHB000667","SEEDFHB000667","Env5",6,9,9
"SEEDFHB000668","SEEDFHB000668","Env5",4,5,2
"SEEDFHB000669","SEEDFHB000669","Env5",0,4,4
"SEEDFHB000670","SEEDFHB000670","Env5",10,4,4
"SEEDFHB000671","SEEDFHB000671","Env5",6,11,4
"SEEDFHB000672","SEEDFHB000672","Env5",4,12,4
"SEEDFHB000673","SEEDFHB000673","Env5",4,4,4
"SEEDFHB000674","SEEDFHB000674","Env5",5,5,5
"SEEDFHB000675","SEEDFHB000675","Env5",4,7,10
"SEEDFHB000676","SEEDFHB000676","Env5",5,6,9
"SEEDFHB000677","SEEDFHB000677","Env5",5,11,4
"SEEDFHB000678","SEEDFHB000678","Env5",11,4,4
"SEEDFHB000679","SEEDFHB000679","Env5",4,6,3
"SEEDFHB000680","SEEDFHB000680","Env5",4,7,2
"SEEDFHB000681","SEEDFHB000681","Env5",4,6,4
"SEEDFHB000682","SEEDFHB000682","Env5",4,11,5
"SEEDFHB000683","SEEDFHB000683","Env5",4,7,0
"SEEDFHB000684","SEEDFHB000684","Env5",10,6,4
"SEEDFHB000685","SEEDFHB000685","Env5",4,11,10
"SEEDFHB000686","SEEDFHB000686","Env5",4,5,10
"SEEDFHB000687","SEEDFHB000687","Env5",4,9,4
"SEEDFHB000688","SEEDFHB000688","Env5",4,10,8
"SEEDFHB000689","SEEDFHB000689","Env5",4,6,4
"SEEDFHB000690","SEEDFHB000690","Env5",6,4,4
"SEEDFHB000691","SEEDFHB000691","Env5",4,9,7
"SEEDFHB000692","SEEDFHB000692","Env5",4,9,5
"SEEDFHB000693","SEEDFHB000693","Env5",0,0,4
"SEEDFHB000694","SEEDFHB000694","Env5",0,0,5
"SEEDFHB000695","SEEDFHB000695","Env5",11,11,5
"SEEDFHB000696","SEEDFHB000696","Env5",11,11,4
"SEEDFHB000697","SEEDFHB000697","Env5",9,11,2
"SEEDFHB000698","SEEDFHB000698","Env5",4,11,7
"SEEDFHB000699","SEEDFHB000699","Env5",11,11,4
"SEEDFHB000700","SEEDFHB000700","Env5",7,4,2
"SEEDFHB000701","SEEDFHB000701","Env5",13,6,3
"SEEDFHB000702","SEEDFHB000702","Env5",4,5,2
"SEEDFHB000703","SEEDFHB000703","Env5",4,12,9
"SEEDFHB000704","SEEDFHB000704","Env5",4,9,4
"SEEDFHB000705","SEEDFHB000705","Env5",10,10,4
"SEEDFHB000706","SEEDFHB000706","Env5",4,4,4
"SEEDFHB000707","SEEDFHB000707","Env5",4,5,4
"SEEDFHB000708","SEEDFHB000708","Env5",11,11,7
"SEEDFHB000709","SEEDFHB000709","Env5",4,10,6
"SEEDFHB000710","SEEDFHB000710","Env5",4,5,4
"SEEDFHB000711","SEEDFHB000711","Env5",6,5,8
"SEEDFHB000712","SEEDFHB000712","Env5",4,6,4
"SEEDFHB000713","SEEDFHB000713","Env5",4,11,3
"SEEDFHB000714","SEEDFHB000714","Env5",4,6,6
"SEEDFHB000715","SEEDFHB000715","Env5",11,11,4
"SEEDFHB000716","SEEDFHB000716","Env5",11,4,4
"SEEDFHB000717","SEEDFHB000717","Env5",4,6,2
"SEEDFHB000718","SEEDFHB000718","Env5",5,11,4
"SEEDFHB000719","SEEDFHB000719","Env5",10,10,4
"SEEDFHB000720","SEEDFHB000720","Env5",5,5,4
"SEEDFHB000283","SEEDFHB000283","Env6",11,8,10
"SEEDFHB000284","SEEDFHB000284","Env6",11,14,3
"SEEDFHB000285","SEEDFHB000285","Env6",9,4,0
"SEEDFHB000286","SEEDFHB000286","Env6",4,4,3
"SEEDFHB000287","SEEDFHB000287","Env6",3,5,5
"SEEDFHB000288","SEEDFHB000288","Env6",6,10,0
"SEEDFHB000289","SEEDFHB000289","Env6",8,4,4
"SEEDFHB000290","SEEDFHB000290","Env6",4,4,4
"SEEDFHB000291","SEEDFHB000291","Env6",9,9,11
"SEEDFHB000292","SEEDFHB000292","Env6",4,10,4
"SEEDFHB000293","SEEDFHB000293","Env6",4,4,10
"SEEDFHB000294","SEEDFHB000294","Env6",11,4,0
"SEEDFHB000295","SEEDFHB000295","Env6",4,5,2
"SEEDFHB000296","SEEDFHB000296","Env6",6,4,6
"SEEDFHB000297","SEEDFHB000297","Env6",6,4,2
"SEEDFHB000298","SEEDFHB000298","Env6",7,5,8
"SEEDFHB000299","SEEDFHB000299","Env6",4,6,13
"SEEDFHB000300","SEEDFHB000300","Env6",6,13,5
"SEEDFHB000301","SEEDFHB000301","Env6",4,7,4
"SEEDFHB000302","SEEDFHB000302","Env6",6,11,9
"SEEDFHB000303","SEEDFHB000303","Env6",4,7,4
"SEEDFHB000304","SEEDFHB000304","Env6",4,7,4
"SEEDFHB000305","SEEDFHB000305","Env6",6,5,7
"SEEDFHB000306","SEEDFHB000306","Env6",4,10,6
"SEEDFHB000307","SEEDFHB000307","Env6",4,5,4
"SEEDFHB000308","SEEDFHB000308","Env6",11,7,6
"SEEDFHB000309","SEEDFHB000309","Env6",11,5,4
"SEEDFHB000310","SEEDFHB000310","Env6",15,7,4
"SEEDFHB000311","SEEDFHB000311","Env6",4,4,4
"SEEDFHB000312","SEEDFHB000312","Env6",5,5,11
"SEEDFHB000313","SEEDFHB000313","Env6",4,5,4
"SEEDFHB000314","SEEDFHB000314","Env6",4,0,4
"SEEDFHB000315","SEEDFHB000315","Env6",11,5,0
"SEEDFHB000316","SEEDFHB000316","Env6",4,11,10
"SEEDFHB000317","SEEDFHB000317","Env6",6,4,0
"SEEDFHB000318","SEEDFHB000318","Env6",6,4,4
"SEEDFHB000319","SEEDFHB000319","Env6",4,3,7
"SEEDFHB000320","SEEDFHB000320","Env6",4,6,4
"SEEDFHB000321","SEEDFHB000321","Env6",4,4,4
"SEEDFHB000322","SEEDFHB000322","Env6",4,4,6
"SEEDFHB000323","SEEDFHB000323","Env6",10,11,7
"SEEDFHB000324","SEEDFHB000324","Env6",4,4,9
"SEEDFHB000325","SEEDFHB000325","Env6",4,4,7
"SEEDFHB000326","SEEDFHB000326","Env6",4,4,5
"SEEDFHB000327","SEEDFHB000327","Env6",4,5,7
"SEEDFHB000328","SEEDFHB000328","Env6",6,6,11
"SEEDFHB000329","SEEDFHB000329","Env6",4,4,7
"SEEDFHB000330","SEEDFHB000330","Env6",5,4,7
"SEEDFHB000331","SEEDFHB000331","Env6",4,5,4
"SEEDFHB000332","SEEDFHB000332","Env6",4,6,0
"SEEDFHB000333","SEEDFHB000333","Env6",4,4,9
"SEEDFHB000334","SEEDFHB000334","Env6",7,5,7
"SEEDFHB000335","SEEDFHB000335","Env6",10,6,7
"SEEDFHB000336","SEEDFHB000336","Env6",6,3,7
"SEEDFHB000337","SEEDFHB000337","Env6",6,9,5
"SEEDFHB000338","SEEDFHB000338","Env6",9,7,3
"SEEDFHB000339","SEEDFHB000339","Env6",0,5,3
"SEEDFHB000340","SEEDFHB000340","Env6",4,6,7
"SEEDFHB000341","SEEDFHB000341","Env6",9,4,8
